CODUSUARIO,PERIODO,CODCUENTA,CODCENTCOS,TABSUBCUEN,CODSUBCUEN,TABINCISO,CODINCISO,FECHCONTA,NROCONTA,NROPROVIS,LEYENDA,NROCHEQUE,NROCENTEMI,NROCOMPROB,DEBE,HABER,CODACTIVID,CODPRODUCT,NOMCUENTA,NOMSUBCUEN,NOMINCISO
300,201607,1050,1,1050    ,114,        ,0,2016-07-18,0,95,BRESUR ND 621 SELLADO    ,          ,0,0,0.00,285.04,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1050,1,1050    ,114,        ,0,2016-07-18,0,93,BRESUR ND 622            ,          ,0,0,0.00,7769.53,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1050,1,1050    ,114,        ,0,2016-07-28,0,102,OLEAG RET IB 51588       ,          ,0,0,0.00,1043.12,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1050,1,1050    ,114,        ,0,2016-07-28,0,103,OLEA RET IVA 560649      ,          ,2016,560649,0.00,3296.04,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1050,1,1050    ,114,        ,0,2016-07-29,0,101,BRESUR RET GAN 640       ,          ,0,0,0.00,1846.25,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1050,1,1050    ,114,        ,0,2016-07-29,0,106,OLEAG IVA                ,          ,0,0,0.00,322.70,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1050,1,1050    ,114,        ,0,2016-07-29,0,105,OLEAG IVA                ,          ,0,0,0.00,164.72,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1050,1,1050    ,114,        ,0,2016-07-29,0,104,OLEA IVA                 ,          ,0,0,0.00,542.60,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1050,1,1050    ,114,        ,0,2016-07-29,0,76,OLEAG MORENO SOJA        ,          ,0,0,0.00,83863.42,0                             ,0                             ,DEUDORES POR VENTAS CEREAL    ,OLEAGINOSA MORENO HNOS SACIFI ,                              
300,201607,1060,1,1060    ,1,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,36159.13,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,CRESPO Y RODRIGUEZ            ,                              
300,201607,1060,1,1060    ,1,        ,0,2016-07-11,0,35,AFIP RET GAN CRESPO      ,          ,0,0,36159.13,0.00,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,CRESPO Y RODRIGUEZ            ,                              
300,201607,1060,1,1060    ,1,        ,0,2016-07-15,0,46,CRESPO LQ 10200          ,          ,1,10200,968572.90,0.00,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,CRESPO Y RODRIGUEZ            ,                              
300,201607,1060,1,1060    ,1,        ,0,2016-07-29,0,150,CRESPO RET GAN 853       ,          ,0,0,0.00,15700.00,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,CRESPO Y RODRIGUEZ            ,                              
300,201607,1060,1,1060    ,1,        ,0,2016-07-29,0,151,CRESPO                   ,          ,0,0,0.00,952872.90,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,CRESPO Y RODRIGUEZ            ,                              
300,201607,1060,1,1060    ,29,        ,0,2016-07-06,0,45,FRIBOLOBOS FC 1073       ,          ,1,1073,442692.08,0.00,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,FRILOBOS SA                   ,                              
300,201607,1060,1,1060    ,29,        ,0,2016-07-06,0,4,ZUBIRI                   ,          ,0,0,0.00,442698.22,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,FRILOBOS SA                   ,                              
300,201607,1060,1,1060    ,30,        ,0,2016-07-25,0,144,F VISON RET GAN 57280    ,          ,0,0,0.00,6318.23,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,FRIGORIFICO VISON SA          ,                              
300,201607,1060,1,1060    ,30,        ,0,2016-07-26,0,47,ZUBIRI                   ,          ,0,0,0.00,453267.25,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,FRIGORIFICO VISON SA          ,                              
300,201607,1060,1,1060    ,30,        ,0,2016-07-31,0,89,F VISON SA LQ 6139       ,          ,1,6139,459582.21,0.00,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,FRIGORIFICO VISON SA          ,                              
300,201607,1060,1,1060    ,2626,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,16972.80,0                             ,0                             ,DEUDORES POR VENTAS HACIENDA  ,GANADERA SAN ROQUE SA         ,                              
300,201607,1080,1,IVA     ,2,        ,0,2016-07-01,0,56,ADRIAN ESCURRA FC 733 HER,          ,0,0,3255.84,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_9                         ,                              
300,201607,1080,1,IVA     ,2,        ,0,2016-07-04,0,44,YPF GAS FC 19180         ,          ,0,0,319.45,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_9                         ,                              
300,201607,1080,1,IVA     ,2,        ,0,2016-07-06,0,110,JUM BO FC 2868           ,          ,0,0,2.03,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_9                         ,                              
300,201607,1080,1,IVA     ,2,        ,0,2016-07-09,0,113,JUMBO FC 2209            ,          ,0,0,96.11,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_9                         ,                              
300,201607,1080,1,IVA     ,4,        ,0,2016-07-11,0,59,CETA FC 1372             ,          ,0,0,67.29,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_27                        ,                              
300,201607,1080,1,IVA     ,4,        ,0,2016-07-15,0,122,CECT FC 9520             ,          ,0,0,1205.38,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_27                        ,                              
300,201607,1080,1,IVA     ,4,        ,0,2016-07-15,0,123,CECT FC 9518             ,          ,0,0,143.78,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_27                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-01,0,141,CER DON NINO 2 VECES     ,          ,0,0,0.00,54.27,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-01,0,80,P PREST FC 2614          ,          ,0,0,149.02,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-02,0,107,DEHEZA FC 24054          ,          ,0,0,81.45,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-04,0,40,BOTIJA SA FC 259         ,          ,0,0,546.00,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-04,0,5,BOTIJA SA FC 259         ,          ,0,0,546.00,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-04,0,20,BOTIJA SA NC 7           ,          ,0,0,0.00,1071.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-04,0,21,BOTIJA SA FC 255         ,          ,0,0,1071.00,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-05,0,119,CENC FC 9716             ,          ,0,0,416.27,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-06,0,109,JUMBO FC 2868            ,          ,0,0,204.35,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-06,0,77,R RAMOS FC 2454          ,          ,0,0,382.34,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-09,0,112,JUMBO FC 2209            ,          ,0,0,89.41,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-10,0,117,S LA ANON FC 18750       ,          ,0,0,459.30,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-10,0,115,DEHEZA FC 12952          ,          ,0,0,182.47,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-10,0,126,QUARIN FC 121183         ,          ,0,0,225.15,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-12,0,61,IND 9 DE JULIO FC 446    ,          ,0,0,966.87,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-15,0,124,CECT FC 519              ,          ,0,0,38.93,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-18,0,125,QUARIN FC 121233         ,          ,0,0,3195.47,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-18,0,121,R CANOSA FC 1037         ,          ,0,0,1352.06,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-19,0,129,A GROPPA FC 1            ,          ,0,0,9292.50,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-21,0,84,CASA TINE FC 1676        ,          ,0,0,67.60,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-25,0,64,CENT ACOP FC 21955       ,          ,0,0,307.02,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-26,0,48,IND 9 DE JULIO NC 100    ,          ,0,0,0.00,794.01,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-27,0,128,QUARIN FC 53148          ,          ,0,0,88.87,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-29,0,86,O MIRANDA FC 573         ,          ,0,0,48.60,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1080,1,IVA     ,5,        ,0,2016-07-31,0,142,QUARIN FC 2              ,          ,0,0,118.50,0.00,0                             ,0                             ,IVA COMPRAS                   ,IVA_21                        ,                              
300,201607,1090,1,IVA     ,2,        ,0,2016-07-06,0,45,FRIBOLOBOS FC 1073       ,          ,0,0,0.00,42065.76,0                             ,0                             ,IVA VENTAS                    ,IVA_9                         ,                              
300,201607,1090,1,IVA     ,2,        ,0,2016-07-15,0,46,CRESPO LQ 10200          ,          ,0,0,0.00,92925.01,0                             ,0                             ,IVA VENTAS                    ,IVA_9                         ,                              
300,201607,1090,1,IVA     ,2,        ,0,2016-07-31,0,89,F VISON SA LQ 6139       ,          ,0,0,0.00,43670.71,0                             ,0                             ,IVA VENTAS                    ,IVA_9                         ,                              
300,201607,1100,1,        ,0,        ,0,2016-07-28,0,103,OLEA RET IVA 560649      ,          ,0,0,3296.04,0.00,0                             ,0                             ,IVA RETENCIONES               ,                              ,                              
300,201607,1110,1,        ,0,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,275485.10,0                             ,0                             ,IVA A PAGAR                   ,                              ,                              
300,201607,1115,1,        ,0,        ,0,2016-07-22,0,88,DJ IVA A JUNIO2016       ,          ,0,0,50042.72,0.00,0                             ,0                             ,IVA PAGADO                    ,                              ,                              
300,201607,1120,1,        ,0,        ,0,2016-07-04,0,44,YPF GAS FC 19180         ,          ,0,0,53.24,0.00,0                             ,0                             ,IVA PERCEPCION                ,                              ,                              
300,201607,1120,1,        ,0,        ,0,2016-07-06,0,109,JUMBO FC 2868            ,          ,0,0,29.19,0.00,0                             ,0                             ,IVA PERCEPCION                ,                              ,                              
300,201607,1132,1,        ,0,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,225519.43,0.00,0                             ,0                             ,IVA SAF  LD                   ,                              ,                              
300,201607,1133,1,        ,0,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,226422.34,0.00,0                             ,0                             ,IVA SALDO A FAVOR T           ,                              ,                              
300,201607,1140,1,        ,0,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,346646.21,0.00,0                             ,0                             ,ANTICIPO GANANCIAS            ,                              ,                              
300,201607,1160,1,1160    ,1,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,1925138.80,0                             ,0                             ,OTROS CREDITOS                ,HORACIO GAVIÑA IVA            ,                              
300,201607,1160,1,1160    ,1,        ,0,2016-07-01,0,186,SALDO DE APERTURA AJUSTE ,          ,0,0,140055.11,0.00,0                             ,0                             ,OTROS CREDITOS                ,HORACIO GAVIÑA IVA            ,                              
300,201607,1160,1,1160    ,2,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,2026246.46,0                             ,0                             ,OTROS CREDITOS                ,ELAINE GAVIÑA                 ,                              
300,201607,1160,1,1160    ,3,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,11725.75,0.00,0                             ,0                             ,OTROS CREDITOS                ,BETY MUCAMA                   ,                              
300,201607,1160,1,1160    ,4,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,20540.15,0.00,0                             ,0                             ,OTROS CREDITOS                ,CENTENO                       ,                              
300,201607,1160,1,1160    ,5,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,88940.51,0.00,0                             ,0                             ,OTROS CREDITOS                ,RAQUEL                        ,                              
300,201607,1160,1,1160    ,8,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,240118.60,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIRO SOCIOS VARIOS          ,                              
300,201607,1160,1,1160    ,10,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,455.66,0.00,0                             ,0                             ,OTROS CREDITOS                ,OTROS FAMILIA                 ,                              
300,201607,1160,1,1160    ,12,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,535609.72,0.00,0                             ,0                             ,OTROS CREDITOS                ,HAG                           ,                              
300,201607,1160,1,1160    ,13,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,23858.60,0                             ,0                             ,OTROS CREDITOS                ,RETIRO SOCIOS                 ,                              
300,201607,1160,1,1160    ,15,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,387.17,0.00,0                             ,0                             ,OTROS CREDITOS                ,HORACIO A GAVIÑA              ,                              
300,201607,1160,1,1160    ,17,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,1705121.11,0.00,0                             ,0                             ,OTROS CREDITOS                ,ELAINE OTROS                  ,                              
300,201607,1160,1,1160    ,17,        ,0,2016-07-04,0,11,CABLEVISION ELAINE       ,          ,0,0,2050.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,ELAINE OTROS                  ,                              
300,201607,1160,1,1160    ,17,        ,0,2016-07-20,0,145,VISA COR H BRITANICO     ,          ,0,0,12744.98,0.00,0                             ,0                             ,OTROS CREDITOS                ,ELAINE OTROS                  ,                              
300,201607,1160,1,1160    ,17,        ,0,2016-07-25,0,131,HG JULIO                 ,          ,0,0,20000.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,ELAINE OTROS                  ,                              
300,201607,1160,1,1160    ,17,        ,0,2016-07-26,0,169,EG                       ,          ,0,0,7473.68,0.00,0                             ,0                             ,OTROS CREDITOS                ,ELAINE OTROS                  ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,226544.71,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-01,0,39,OPESSA FC 272716         ,          ,0,0,0.00,800.05,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-01,0,37,SERV ARECO FC 140590     ,          ,0,0,0.00,460.10,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-01,0,38,BS AS FC 1400            ,          ,0,0,0.00,770.26,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-01,0,81,P PRESTIGIO FC 2614      ,          ,0,0,0.00,858.63,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-02,0,108,DEHEZA FC 24054          ,          ,0,0,0.00,630.28,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-02,0,147,MEDIA LUNA ALM           ,          ,0,0,0.00,300.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-05,0,120,CENCOS FC 9716           ,          ,0,0,0.00,2457.97,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-05,0,75,EXP MART 06/2016         ,          ,0,0,0.00,6515.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-06,0,78,RAUL RAMOS FC 2454       ,          ,0,0,0.00,2203.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-06,0,79,GUIAS                    ,          ,0,0,0.00,1257.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-06,0,111,JUMBO FC 2868            ,          ,0,0,0.00,1228.77,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-08,0,83,N MARTIN FC 374          ,          ,0,0,0.00,880.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-09,0,114,JUM BO FC 2209           ,          ,0,0,0.00,1529.49,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-10,0,116,DEHEZA FC 12932          ,          ,0,0,0.00,1274.14,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-10,0,118,S LA ANON FC 18750       ,          ,0,0,0.00,2737.26,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-11,0,137,VISA BUSS VEC 11/07      ,          ,0,0,69485.03,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-11,0,162,BG VISA BUSS             ,          ,0,0,1105.58,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-12,0,60,AFIP                     ,          ,0,0,1182.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-20,0,145,VISA COR VEC 20/07 SEG   ,          ,0,0,173.69,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-21,0,85,CASA TINE FC 1676        ,          ,0,0,0.00,389.50,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-29,0,87,O MIRANDA FC 573         ,          ,0,0,0.00,280.01,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,20,        ,0,2016-07-29,0,82,GUIAS                    ,          ,0,0,0.00,2116.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS HORACIO GAVIÑA        ,                              
300,201607,1160,1,1160    ,21,        ,0,2016-07-01,0,12,JUAN ALQ JULIO2016       ,          ,0,0,4200.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS JUAN                  ,                              
300,201607,1160,1,1160    ,21,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,382095.09,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS JUAN                  ,                              
300,201607,1160,1,1160    ,21,        ,0,2016-07-04,0,182,JUAN                     ,          ,0,0,1000.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS JUAN                  ,                              
300,201607,1160,1,1160    ,21,        ,0,2016-07-07,0,72,S CROCE EXP JUNIO        ,          ,0,0,2016.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS JUAN                  ,                              
300,201607,1160,1,1160    ,21,        ,0,2016-07-11,0,71,OSDE                     ,          ,0,0,3363.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS JUAN                  ,                              
300,201607,1160,1,1160    ,21,        ,0,2016-07-11,0,13,JUAN SEMANAL             ,          ,0,0,1000.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS JUAN                  ,                              
300,201607,1160,1,1160    ,21,        ,0,2016-07-11,0,43,JUAN SEMANAL             ,          ,0,0,1000.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS JUAN                  ,                              
300,201607,1160,1,1160    ,21,        ,0,2016-07-18,0,42,JUAN SOJA                ,          ,0,0,9967.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,RETIROS JUAN                  ,                              
300,201607,1160,1,1160    ,31,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,181360.93,0.00,0                             ,0                             ,OTROS CREDITOS                ,JAIME GAVIÑA                  ,                              
300,201607,1160,1,1160    ,32,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,4800.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,PRESTAMOS PERSONAL            ,                              
300,201607,1160,1,1160    ,34,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,46146.47,0.00,0                             ,0                             ,OTROS CREDITOS                ,AGUSTIN GAVIÑA                ,                              
300,201607,1160,1,1160    ,35,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,82550.78,0.00,0                             ,0                             ,OTROS CREDITOS                ,STEFANIA GAVIÑA               ,                              
300,201607,1160,1,1160    ,35,        ,0,2016-07-05,0,75,EXP MART 06/2016         ,          ,0,0,6515.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,STEFANIA GAVIÑA               ,                              
300,201607,1160,1,1160    ,36,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,65003.64,0.00,0                             ,0                             ,OTROS CREDITOS                ,VANINA                        ,                              
300,201607,1160,1,1160    ,37,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,11270.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,NATALIA                       ,                              
300,201607,1160,1,1160    ,38,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,13305.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,SILVIA                        ,                              
300,201607,1160,1,1160    ,39,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,41913.56,0.00,0                             ,0                             ,OTROS CREDITOS                ,DPTO RODRIGUEZ PEÑA           ,                              
300,201607,1160,1,1160    ,39,        ,0,2016-07-11,0,166,BRISON EXP JUNIO R PEÑA  ,          ,0,0,5362.67,0.00,0                             ,0                             ,OTROS CREDITOS                ,DPTO RODRIGUEZ PEÑA           ,                              
300,201607,1160,1,1160    ,40,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,10860.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,CLAUDIA ARGARAÑAZ             ,                              
300,201607,1160,1,1160    ,41,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,24763.32,0.00,0                             ,0                             ,OTROS CREDITOS                ,ESTEFANIA ACUÑA               ,                              
300,201607,1160,1,1160    ,41,        ,0,2016-07-29,0,54,E ACUÑA JULIO16          ,          ,0,0,3000.00,0.00,0                             ,0                             ,OTROS CREDITOS                ,ESTEFANIA ACUÑA               ,                              
300,201607,1200,1,1200    ,1,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,16786256.45,0.00,0                             ,0                             ,EXISTENCIA HACIENDA VACUNA    ,INVERNADA                     ,                              
300,201607,1210,1,1210    ,1,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,5000.00,0.00,0                             ,0                             ,EXISTENCIA OTRA HACIENDA      ,HACIENDA LANAR                ,                              
300,201607,1210,1,1210    ,2,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,45000.00,0.00,0                             ,0                             ,EXISTENCIA OTRA HACIENDA      ,HACIENDA YEGUARIZA            ,                              
300,201607,1220,1,1220    ,4,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,1445199.89,0.00,0                             ,0                             ,EXISTENCIA SEMILLAS           ,CEREALES Y SEMBRADOS          ,                              
300,201607,1400,1,1400    ,1,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,125849.72,0.00,0                             ,0                             ,INVERSIONES ESTRUCTURA        ,EDIFICIOS                     ,                              
300,201607,1400,1,1400    ,2,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,37754.91,0                             ,0                             ,INVERSIONES ESTRUCTURA        ,AMORT. ACUM. EDIFICIOS        ,                              
300,201607,1400,1,1400    ,3,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.01,0.00,0                             ,0                             ,INVERSIONES ESTRUCTURA        ,GALPONES Y TINGLADOS          ,                              
300,201607,1400,1,1400    ,4,        ,0,2016-07-01,0,185,ASIENTO DE APERTURA      ,          ,0,0,0.00,0.01,0                             ,0                             ,INVERSIONES ESTRUCTURA        ,AMORT.ACUM.GALPONES           ,                              
